[2026-07-16T17:53:37.798Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/ → 404 (381ms, 709B)
[2026-07-16T17:53:53.567Z] GET https://r.bing.com/rp/KUj639dFcatHE77xtiTb-KSEsSA.br.js → 200 (21ms, -1269B)
[2026-07-16T17:53:53.568Z] GET https://r.bing.com/rp/b1xhc3Vl3_FhS-lf4VS_IJJoJF8.br.js → 200 (20ms, -1269B)
[2026-07-16T17:53:53.568Z] GET https://r.bing.com/rp/ZAnLSuKG096_w5eBelW0S7HOr6g.br.js → 200 (20ms, -1268B)
[2026-07-16T17:53:53.568Z] GET https://r.bing.com/rp/6ZpK9fh9cD0LYcXzkYpUR9MV_-g.br.js → 200 (21ms, -1266B)
[2026-07-16T17:53:53.568Z] GET https://r.bing.com/rp/KLrSbzDKMog0mCiPcB9iwoEvlE4.br.js → 200 (21ms, -1267B)
[2026-07-16T17:53:53.568Z] GET https://r.bing.com/rp/ClBkzRTD0QLpIATX2q7eWktfr_k.br.js → 200 (22ms, -1269B)
[2026-07-16T17:53:53.568Z] GET https://r.bing.com/rp/uceaWoHkRefVM5EK1cFT2TcyRm0.br.js → 200 (22ms, -1266B)
[2026-07-16T17:53:53.568Z] GET https://r.bing.com/rp/AaMNMcbonPOvZZOl4Lx8-gy2CLQ.br.js → 200 (23ms, -1266B)
[2026-07-16T17:53:53.569Z] GET https://r.bing.com/rp/dILjFnlu3tFtlz3D1HusK2wu9g8.br.js → 200 (26ms, -1268B)
[2026-07-16T17:53:53.569Z] GET https://r.bing.com/rp/CnuSs8RGmjTsMT91VsxGzD6pvXs.br.js → 200 (26ms, -1268B)
[2026-07-16T17:53:53.569Z] GET https://r.bing.com/rp/fRSNKQanUHk53F1a1Bi8UA71Qt4.br.js → 200 (27ms, -1266B)
[2026-07-16T17:53:53.569Z] GET https://r.bing.com/rp/DR3HSCOIEFQKTsP_w1z3exhqKIw.br.js → 200 (27ms, -1268B)
[2026-07-16T17:53:53.570Z] GET https://r.bing.com/rp/cfKt7bw67nxWZkkgOIRReDE3rQI.br.js → 200 (12ms, -976B)
[2026-07-16T17:53:53.570Z] GET https://r.bing.com/rp/xcXoIIPNYmJF-EYrsQBDlqHo36g.br.js → 200 (29ms, -1266B)
[2026-07-16T17:53:53.570Z] GET https://r.bing.com/rp/Q1PG9vpMd7txIuVtaaoCpQeEJ5w.br.js → 200 (29ms, -1269B)
[2026-07-16T17:53:53.570Z] GET https://r.bing.com/rp/ERxD1rq0Xd7Fewx2Ys6cWhWRMmk.br.js → 200 (29ms, -1266B)
[2026-07-16T17:53:53.570Z] GET https://r.bing.com/rp/sJ3s4CcWssN1-yBhgYXI5ztX9tU.br.js → 200 (29ms, -1268B)
[2026-07-16T17:53:53.570Z] GET https://r.bing.com/rp/Ytxs5tpnCZO__xIrhWwJA-yGHZM.br.js → 200 (29ms, -979B)
[2026-07-16T17:53:53.570Z] GET https://r.bing.com/rs/6r/lx/nj/x-x_v9X2pwR9AlcQef28REZvCsY.js?or=w → 200 (29ms, -1763B)
[2026-07-16T17:53:53.571Z] GET https://r.bing.com/rp/lLk8XmbdNzzlnPRzVzDhaF9yjqw.br.js → 200 (28ms, -1266B)
[2026-07-16T17:53:53.571Z] GET https://r.bing.com/rp/Ass0FROa2e9YKJimHNSYJXacvKI.br.js → 200 (29ms, -1268B)
[2026-07-16T17:53:53.571Z] GET https://r.bing.com/rp/uYfKaCEKoUJO8QF1Vlmton1QU_Y.br.js → 200 (29ms, -1269B)
[2026-07-16T17:53:53.571Z] GET https://r.bing.com/rp/lkM7-j-6lj2mHueJugMSD2pY8kM.br.js → 200 (29ms, -1268B)
[2026-07-16T17:53:53.571Z] GET https://r.bing.com/rp/Gyuq2bqitqDJM0BeAkbKXGlQXNw.br.js → 200 (29ms, -1266B)
[2026-07-16T17:53:53.571Z] GET https://r.bing.com/rp/n21aGRCN5EKHB3qObygw029dyNU.br.js → 200 (29ms, -1266B)
[2026-07-16T17:53:53.571Z] GET https://r.bing.com/rp/hSC2A2u1nPLBLKtx9YeXrNrijSw.br.js → 200 (29ms, -1268B)
[2026-07-16T17:53:53.572Z] GET https://r.bing.com/rp/psgXZvzYJMEW2ydikIk493Va1d4.br.js → 200 (29ms, -1266B)
[2026-07-16T17:53:53.572Z] GET https://r.bing.com/rs/6r/wg/nj/nt6a1ZR520utsLoZmSYgwxdOPgI.js?or=w → 200 (30ms, -1624B)
[2026-07-16T17:53:53.572Z] GET https://r.bing.com/rp/5L3iD467J3iJWEPwIjxlK0MMDpY.br.js → 200 (30ms, -1266B)
[2026-07-16T17:53:53.572Z] GET https://r.bing.com/rp/9Z2GyyGvsKSVNrmOMrTfcv8z_yQ.br.js → 200 (30ms, -1267B)
[2026-07-16T17:53:53.572Z] GET https://r.bing.com/rp/K_V1CARn2Q2lTs5njJKUvUkHyi4.br.js → 200 (30ms, -1266B)
[2026-07-16T17:53:53.572Z] GET https://r.bing.com/rp/3eHIthF6R2e1ZRdN3zxkF_nk-6w.br.js → 200 (31ms, -1268B)
[2026-07-16T17:53:53.574Z] GET https://r.bing.com/rs/6r/gm/jnc,nj/tlifxqsNyCzxIJnRwtQKuZToQQw.js?or=w → 200 (7ms, -1761B)
[2026-07-16T17:53:53.625Z] GET https://r.bing.com/rp/nlZh6bVx1oeyNpoy8k6Auevo0Po.br.js → 200 (?ms, -1268B)
[2026-07-16T17:53:53.625Z] GET https://r.bing.com/rp/Tzi0lFhZU13XYuDY050dWBV6DfQ.br.js → 200 (?ms, -1268B)
[2026-07-16T17:53:53.634Z] GET https://r.bing.com/rp/IeR-599UBJuseT658p8awKkSjaw.br.js → 200 (?ms, -978B)
[2026-07-16T17:53:53.634Z] GET https://r.bing.com/rp/-V5wTZcrW0CU8Mo8ihfH5VDKems.br.js → 200 (?ms, -1267B)
[2026-07-16T17:53:53.634Z] GET https://r.bing.com/rp/PUyou40cnMm6LWhwH-89HwXpc44.br.js → 200 (?ms, -1268B)
[2026-07-16T17:53:53.634Z] GET https://r.bing.com/rp/uOsQpE87L0oEd3gFZgQai2o5dqA.br.js → 200 (?ms, -1268B)
[2026-07-16T17:53:53.635Z] GET https://r.bing.com/rp/En6blPJcqovigCz6Ix1FLnXHt24.br.js → 200 (1ms, -1268B)
[2026-07-16T17:53:53.637Z] GET https://r.bing.com/rp/0Tfs80oEbRYDgF7ylLj21W9MXHU.br.js → 200 (?ms, -1268B)
[2026-07-16T17:53:53.637Z] GET https://r.bing.com/rp/cfKt7bw67nxWZkkgOIRReDE3rQI.br.js → 200 (?ms, -976B)
[2026-07-16T17:53:53.637Z] GET https://r.bing.com/rp/6wBFuewIOH06q9w4Bw8z-SKiip4.br.js → 200 (?ms, -1266B)
[2026-07-16T17:53:53.637Z] GET https://www.bing.com/rewardsapp/widgetassets/prod/medallion/1.9.11/js/widget.js?t=260716 → 200 (?ms, -1022B)
[2026-07-16T17:53:53.640Z] GET https://r.bing.com/rp/fYa4G4wbz4PjD3tZaW3pycMuo2c.br.js → 200 (3ms, -1266B)
[2026-07-16T17:53:53.648Z] GET https://r.bing.com/rb/4Q/jnc,nj/cKzGnam6-Fytml03VT3ixBZ9tTs.js?bu=A5c0mjSdNA&or=w → 200 (?ms, -1764B)
[2026-07-16T17:53:53.648Z] GET https://r.bing.com/rp/qwce00QJxdHzNxXh5H1mBc8QgBU.br.js → 200 (2ms, -1266B)
[2026-07-16T17:53:53.651Z] GET https://r.bing.com/rp/rJAhQDJ7mcmc690pfjItaDhmv18.br.js → 200 (?ms, -1269B)
[2026-07-16T17:53:53.651Z] GET https://r.bing.com/rp/Y-IofXCiouangPfEhpp6Z_AOYcM.br.js → 200 (1ms, -1268B)
[2026-07-16T17:53:53.652Z] GET https://r.bing.com/rp/B41j9eGM1DLNjQd-XrgY_sctGDk.br.js → 200 (1ms, -1266B)
[2026-07-16T17:53:53.703Z] GET https://r.bing.com/rp/8AhMu5uAYkTvJrQyyTY882a83J0.br.js → 200 (1ms, 2447B)
[2026-07-16T17:53:53.716Z] POST https://www.bing.com/web/chlrate?status=i&partner=7&ajaxreq=1 → 200 (115ms, 1627B)
[2026-07-16T17:53:53.717Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/turnstile/f/av0/rch/hipk6/0x4AAAAAABgNScUsbCFCjwIZ/light/fbE/new/normal?lang=en → 200 (244ms, 100560B)
[2026-07-16T17:53:53.717Z] GET https://r.bing.com/rp/HuFcgBA_2XForBQE_eZtVYzLk2M.br.js → 200 (?ms, -1269B)
[2026-07-16T17:53:53.717Z] GET https://r.bing.com/rp/5I0Cuul36Grrwnqn9LpjC23cpQ8.br.js → 200 (1ms, -1268B)
[2026-07-16T17:53:53.718Z] GET https://r.bing.com/rp/oU3D75fwOKYAqRTtv6cscmsEla8.br.js → 200 (1ms, -1268B)
[2026-07-16T17:53:53.719Z] GET https://r.bing.com/rp/zjz65wEi2EUfRvlC6mVhOIE4PSM.br.js → 200 (1ms, -1269B)
[2026-07-16T17:53:53.728Z] POST https://www.bing.com/bd/issuertoken/verify?IID=PoW&SFX=1&IG=4F0CB01273484B96AFDAAA1ABED18470 → 200 (179ms, 849B)
[2026-07-16T17:53:53.728Z] GET https://r.bing.com/rp/88F_WFp57AEhbuX2xUzJp0yKLEM.br.js → 200 (?ms, -1267B)
[2026-07-16T17:53:53.730Z] GET https://r.bing.com/rp/KUj639dFcatHE77xtiTb-KSEsSA.br.js → 200 (2ms, -1269B)
[2026-07-16T17:53:53.733Z] GET https://r.bing.com/rp/b1xhc3Vl3_FhS-lf4VS_IJJoJF8.br.js → 200 (2ms, -1269B)
[2026-07-16T17:53:53.735Z] GET https://r.bing.com/rp/ZAnLSuKG096_w5eBelW0S7HOr6g.br.js → 200 (2ms, -1268B)
[2026-07-16T17:53:53.754Z] GET https://r.bing.com/rp/6ZpK9fh9cD0LYcXzkYpUR9MV_-g.br.js → 200 (6ms, -1266B)
[2026-07-16T17:53:53.761Z] GET https://r.bing.com/rp/KLrSbzDKMog0mCiPcB9iwoEvlE4.br.js → 200 (?ms, -1267B)
[2026-07-16T17:53:53.762Z] GET https://r.bing.com/rp/ClBkzRTD0QLpIATX2q7eWktfr_k.br.js → 200 (?ms, -1269B)
[2026-07-16T17:53:53.762Z] GET https://r.bing.com/rp/uceaWoHkRefVM5EK1cFT2TcyRm0.br.js → 200 (1ms, -1266B)
[2026-07-16T17:53:53.763Z] GET https://r.bing.com/rp/AaMNMcbonPOvZZOl4Lx8-gy2CLQ.br.js → 200 (30ms, -1266B)
[2026-07-16T17:53:53.794Z] GET https://r.bing.com/rp/dILjFnlu3tFtlz3D1HusK2wu9g8.br.js → 200 (?ms, -1268B)
[2026-07-16T17:53:53.794Z] GET https://r.bing.com/rp/CnuSs8RGmjTsMT91VsxGzD6pvXs.br.js → 200 (2ms, -1268B)
[2026-07-16T17:53:53.796Z] GET https://r.bing.com/rp/fRSNKQanUHk53F1a1Bi8UA71Qt4.br.js → 200 (?ms, -1266B)
[2026-07-16T17:53:53.796Z] GET https://r.bing.com/rp/DR3HSCOIEFQKTsP_w1z3exhqKIw.br.js → 200 (?ms, -1268B)
[2026-07-16T17:53:53.797Z] GET https://r.bing.com/rp/xcXoIIPNYmJF-EYrsQBDlqHo36g.br.js → 200 (?ms, -1266B)
[2026-07-16T17:53:53.798Z] GET https://r.bing.com/rp/Q1PG9vpMd7txIuVtaaoCpQeEJ5w.br.js → 200 (1ms, -1269B)
[2026-07-16T17:53:53.799Z] GET https://r.bing.com/rp/ERxD1rq0Xd7Fewx2Ys6cWhWRMmk.br.js → 200 (1ms, -1266B)
[2026-07-16T17:53:53.800Z] GET https://r.bing.com/rp/sJ3s4CcWssN1-yBhgYXI5ztX9tU.br.js → 200 (26ms, -1268B)
[2026-07-16T17:53:53.827Z] GET https://r.bing.com/rp/Ytxs5tpnCZO__xIrhWwJA-yGHZM.br.js → 200 (1ms, -979B)
[2026-07-16T17:53:53.829Z] GET https://r.bing.com/rs/6r/lx/nj/x-x_v9X2pwR9AlcQef28REZvCsY.js?or=w → 200 (1ms, -1763B)
[2026-07-16T17:53:53.830Z] GET https://r.bing.com/rp/lLk8XmbdNzzlnPRzVzDhaF9yjqw.br.js → 200 (1ms, -1266B)
[2026-07-16T17:53:53.833Z] GET https://www.bing.com/images/sbi?mmasync=1&ig=4F0CB01273484B96AFDAAA1ABED18470&iid=.5089&ptn=Web&ep=0&iconpl=1&ajaxreq=1 → 200 (133ms, 21296B)
[2026-07-16T17:53:53.833Z] GET https://r.bing.com/rp/Ass0FROa2e9YKJimHNSYJXacvKI.br.js → 200 (1ms, -1268B)
[2026-07-16T17:53:53.834Z] GET https://r.bing.com/rp/uYfKaCEKoUJO8QF1Vlmton1QU_Y.br.js → 200 (2ms, -1269B)
[2026-07-16T17:53:53.843Z] GET https://www.bing.com/instantsearch/getquerylist?query=%E5%9C%B0%E5%B9%B3%E7%BA%BF%20%E6%8B%9B%E8%81%98%20wecruit.hotjob.cn → 200 (176ms, 404B)
[2026-07-16T17:53:53.843Z] GET https://r.bing.com/rp/lkM7-j-6lj2mHueJugMSD2pY8kM.br.js → 200 (1ms, -1268B)
[2026-07-16T17:53:53.845Z] GET https://r.bing.com/rp/Gyuq2bqitqDJM0BeAkbKXGlQXNw.br.js → 200 (?ms, -1266B)
[2026-07-16T17:53:53.845Z] GET https://r.bing.com/rp/n21aGRCN5EKHB3qObygw029dyNU.br.js → 200 (?ms, -1266B)
[2026-07-16T17:53:53.846Z] GET https://r.bing.com/rp/hSC2A2u1nPLBLKtx9YeXrNrijSw.br.js → 200 (1ms, -1268B)
[2026-07-16T17:53:53.847Z] GET https://r.bing.com/rp/psgXZvzYJMEW2ydikIk493Va1d4.br.js → 200 (1ms, -1266B)
[2026-07-16T17:53:53.849Z] POST https://www.bing.com/rewardsapp/ncheader?ver=70793997&IID=SERP.5049&IG=4F0CB01273484B96AFDAAA1ABED18470&ajaxreq=1 → 200 (169ms, 2444B)
[2026-07-16T17:53:53.849Z] GET https://r.bing.com/rs/6r/wg/nj/nt6a1ZR520utsLoZmSYgwxdOPgI.js?or=w → 200 (1ms, -1624B)
[2026-07-16T17:53:53.850Z] GET https://r.bing.com/rp/5L3iD467J3iJWEPwIjxlK0MMDpY.br.js → 200 (2ms, -1266B)
[2026-07-16T17:53:53.852Z] GET https://r.bing.com/rp/9Z2GyyGvsKSVNrmOMrTfcv8z_yQ.br.js → 200 (7ms, -1267B)
[2026-07-16T17:53:53.860Z] GET https://r.bing.com/rp/K_V1CARn2Q2lTs5njJKUvUkHyi4.br.js → 200 (1ms, -1266B)
[2026-07-16T17:53:53.861Z] POST https://www.bing.com/rewardsapp/reportActivity?IG=4F0CB01273484B96AFDAAA1ABED18470&IID=SERP.5059&q=%E5%9C%B0%E5%B9%B3%E7%BA%BF+%E6%8B%9B%E8%81%98+wecruit.hotjob.cn&rdr=1&rdrig=580B789CDC9B4AC98D23816CB4240AB6&ajaxreq=1 → 200 (190ms, 2076B)
[2026-07-16T17:53:53.861Z] GET https://r.bing.com/rp/3eHIthF6R2e1ZRdN3zxkF_nk-6w.br.js → 200 (?ms, -1268B)
[2026-07-16T17:53:53.879Z] GET https://r.bing.com/rp/0J47_h3CrL7lOTh2hkBM0lYDGbQ.br.css → 200 (2ms, -1245B)
[2026-07-16T17:53:53.879Z] POST https://www.bing.com/web/xlsc.aspx?dl=1&f=8 → 204 (140ms, 251B)
[2026-07-16T17:53:53.879Z] GET https://r.bing.com/rp/sFimhBArfMZHcl-5WgxCSMTEqJQ.br.js → 200 (?ms, -1270B)
[2026-07-16T17:53:53.880Z] GET https://r.bing.com/rp/F9ya6E3sghxzDhnC7u30wctxmxI.br.js → 200 (?ms, -1267B)
[2026-07-16T17:53:53.880Z] GET https://r.bing.com/rp/VEMnCUiUePvzfxaMLBTBGQDo_Sc.br.js → 200 (?ms, -1270B)
[2026-07-16T17:53:53.880Z] GET https://www.bing.com/fd/auth/signin/v2?action=interactive&isSilent=true → 302 (170ms, 1B)
[2026-07-16T17:53:54.005Z] GET https://r.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg → 200 (8ms, -1227B)
[2026-07-16T17:53:54.013Z] GET https://r.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg → 200 (?ms, -1228B)
[2026-07-16T17:53:54.013Z] GET https://r.bing.com/rp/UusW4P7f5q9mXctgEuZhyIziufA.svg → 200 (?ms, -1227B)
[2026-07-16T17:53:54.013Z] GET https://r.bing.com/rp/4A9D07RlW6M7gPmPQQydX3khDJc.svg → 200 (?ms, -1227B)
[2026-07-16T17:53:54.014Z] GET https://r.bing.com/rp/lwgCOY8rCo0Ub0btSshwRlT9HWI.br.js → 200 (?ms, -1266B)
[2026-07-16T17:53:54.014Z] GET https://r.bing.com/rp/ulJ3ckR0YcGpvIX6xhO4prJhEQQ.br.js → 200 (?ms, -1266B)
[2026-07-16T17:53:54.018Z] GET https://r.bing.com/rs/4s/3T/cir3,cc,nc/inKqjZb7BBrOYwHLzCiWzAwJAZs.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:54.018Z] GET https://r.bing.com/rs/4s/44/cc,nc/SfJ6raSq1fhuhhfFXPVdwEdJvkY.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:54.018Z] GET https://r.bing.com/rs/4s/3e/cc,nc/RxnQtSv3YDXTp2Pi1BT-ojVQhss.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:54.019Z] GET https://r.bing.com/rs/4s/3W/cir3,cc,nc/eyf7iYpkU1E7D0Itcc4XVcbdbLc.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:54.019Z] GET https://r.bing.com/rp/MFCea3lBZtF5AAN0Slj6qpivo78.br.js → 200 (?ms, -1269B)
[2026-07-16T17:53:54.050Z] GET https://login.microsoftonline.com/consumers/oauth2/v2.0/authorize?client_id=077c9b95-2f57-4442-8872-134fcc08fcb3&redirect_uri=https%3A%2F%2Fwww.bing.com%2Fidentity%2Fidtokenv2&response_type=code&prompt=none&scope=openid%20profile%20email%20offline_access&code_challenge=_CgNvQIuyxQWN_vHy83hLl58RdrwCy54x_sC5VUtq74&code_challenge_method=S256&response_mode=form_post&nonce=639198212339829787.NjI1YWRiOGItYTU4ZS00NTYyLTkxNTQtODNlODdkYTY0OTkwNjcxNjUyMzctZmQ4ZC00YzVkLWE5MDgtOTYzNTFkZTA1MWM5&client_info=1&x-client-brkrver=IDWeb.4.1.1.0&siwa=1&siwg=1&state=CfDJ8A8rLfEh4ZdMhJ19YNJ4FtRBbh7DoVTUNLJrIFZ7SNa9Y9sVJidMoT-2Fznz2bz4n6KHfwiWBdq-1JQCKuY-nR3Ej54Y_iCuXC3u3KgstPv_43GEnPhjivtbjzjDbYaR_CNBhTvQqULzjJeclXOOw5WwDfTfFtsxa5604pedHL1U7YSSqQYoO2wdYSCSx9ECNLKW0O4WD4LlnyNos1xfuGQpaiXwHyux2Itq2-8ks3-p6dRKblci3wMO_m1CQ8f6jUjUUxGRQPDcEOdCwuZwio-qu2iixaBt_IKFFv9o4LOSLjYSv4y6vNGkMMcOBEiSCJlkm6_lAgjtn9lemqrpkYIx7AAxhv57eo8IiS6J_fS0_mJxVUqRU1w6w897XrbKVpevsET55zdKvP4yPEZn9NtfxYqJoZVLNCmkJQgiq5Yp2nrcC_LygamwnlfUvg_KkQ&x-client-SKU=ID_NET10_0&x-client-ver=8.15.0.0 → 302 (182ms, 1579B)
[2026-07-16T17:53:54.111Z] GET blob:https://challenges.cloudflare.com/832016d7-591e-4b76-a6a0-86b8b5eddf21 → pending (?ms, ?B)
[2026-07-16T17:53:54.233Z] GET https://login.live.com/oauth20_authorize.srf?client_id=077c9b95-2f57-4442-8872-134fcc08fcb3&scope=openid+profile+email+offline_access&redirect_uri=https%3a%2f%2fwww.bing.com%2fidentity%2fidtokenv2&response_type=code&state=CfDJ8A8rLfEh4ZdMhJ19YNJ4FtRBbh7DoVTUNLJrIFZ7SNa9Y9sVJidMoT-2Fznz2bz4n6KHfwiWBdq-1JQCKuY-nR3Ej54Y_iCuXC3u3KgstPv_43GEnPhjivtbjzjDbYaR_CNBhTvQqULzjJeclXOOw5WwDfTfFtsxa5604pedHL1U7YSSqQYoO2wdYSCSx9ECNLKW0O4WD4LlnyNos1xfuGQpaiXwHyux2Itq2-8ks3-p6dRKblci3wMO_m1CQ8f6jUjUUxGRQPDcEOdCwuZwio-qu2iixaBt_IKFFv9o4LOSLjYSv4y6vNGkMMcOBEiSCJlkm6_lAgjtn9lemqrpkYIx7AAxhv57eo8IiS6J_fS0_mJxVUqRU1w6w897XrbKVpevsET55zdKvP4yPEZn9NtfxYqJoZVLNCmkJQgiq5Yp2nrcC_LygamwnlfUvg_KkQ&response_mode=form_post&nonce=639198212339829787.NjI1YWRiOGItYTU4ZS00NTYyLTkxNTQtODNlODdkYTY0OTkwNjcxNjUyMzctZmQ4ZC00YzVkLWE5MDgtOTYzNTFkZTA1MWM5&siwg=1&siwa=1&prompt=none&code_challenge=DipnE2FwmnNZkdAaq7TAjbAzYxlu64RFnf3iHlbckas&code_challenge_method=S256&x-client-SKU=ID_NET10_0&x-client-Ver=8.15.0.0&uaid=ff13d4cbb33643329ff936a9c735f2f2&msproxy=1&issuer=mso&tenant=consumers&ui_locales=en-US&client_info=1&epctrc=33Do%2beGmxj%2bfsX0FPtCGy27POx4cBttLOje%2fNDWsRJA%3d2%3a1%3aCANARY%3ao33422U%2bmgQ3vvFj8PoSKCME5ZcUSSaiWfwxZ8NRaAg%3d&epct=PAQABDgEAAAAdDD7nC9b5Q7JPd_okEQRFRXZvU3RzQXJ0aWZhY3RzCAAAAAAAZgM1glAR5nmPk7Quy0ifVwyKq8dZH1vNErO5fmA74QSyV9aGLSCopV5tujyLTcTROUl4sRkiMQZgmAt8e6_vuECYM1-YdWKVCsePXE5KgnmO-r9B_cYNUh8JKSfqMPk29s05zz2pAWizZMOJ--CeNghzm9yuX_6f9ckYMkC8UHUsp3wGKiDKSatZpzc8ogovBZPadN8GjCb0DhFgmzaxtyAA&jshs=0 → pending (?ms, ?B)
[2026-07-16T17:53:54.916Z] POST https://www.bing.com/identity/idtokenv2 → 200 (195ms, 437B)
[2026-07-16T17:53:55.608Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/fo/445744842:1784221230:im6nLG12u3fLNtavIWO-83pNMFc_zxul6PFzVOdDdCk/a1c2de7808d1a985/uc4.ABP4VrwN5Zl5LhAeWGxI5aEOfOsJ13mBMZZdbrI-1784224433-1.2.1.1-nPm1No07x0v1oyzcPtGy0ZE6O_gs2.ZrwIK4fLf7Rt8RIov_J9KnQk4G4O3ZRl3T → 200 (184ms, 329430B)
[2026-07-16T17:53:55.894Z] POST https://www.bing.com/web/xlsc.aspx?dl=1&f=8 → 204 (159ms, 251B)
[2026-07-16T17:53:56.250Z] GET blob:https://challenges.cloudflare.com/2457351d-a51e-4b31-a5c7-61cbd1b7a41d → 200 (26ms, -72B)
[2026-07-16T17:53:56.566Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/pat/a1c2de7808d1a985/1784224435628/8c0a2c5c0e3bd4447a8bebd41da2a878b257c2c2b7f24df9b3d17c6bf86c50e5/1Ulk_wlCMiHyj0w → 401 (45ms, 1635B)
[2026-07-16T17:53:56.576Z] GET https://brunhild.challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/i/a1c2de7808d1a985/uc4.ABP4VrwN5Zl5LhAeWGxI5aEOfOsJ13mBMZZdbrI-1784224433-1.2.1.1-nPm1No07x0v1oyzcPtGy0ZE6O_gs2.ZrwIK4fLf7Rt8RIov_J9KnQk4G4O3ZRl3T → pending (?ms, ?B)
[2026-07-16T17:53:57.426Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/ci/a1c2de7808d1a985/1784224435628/Y0ASnggaF3w4ssd → 200 (38ms, 278B)
[2026-07-16T17:53:57.493Z] GET blob:https://challenges.cloudflare.com/2457351d-a51e-4b31-a5c7-61cbd1b7a41d → 200 (2ms, -72B)
[2026-07-16T17:53:57.757Z] GET blob:https://challenges.cloudflare.com/2457351d-a51e-4b31-a5c7-61cbd1b7a41d → 200 (17ms, -72B)
[2026-07-16T17:53:57.895Z] POST https://www.bing.com/web/xlsc.aspx?dl=1&f=8 → 204 (160ms, 118B)
[2026-07-16T17:53:58.824Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/fo/445744842:1784221230:im6nLG12u3fLNtavIWO-83pNMFc_zxul6PFzVOdDdCk/a1c2de7808d1a985/uc4.ABP4VrwN5Zl5LhAeWGxI5aEOfOsJ13mBMZZdbrI-1784224433-1.2.1.1-nPm1No07x0v1oyzcPtGy0ZE6O_gs2.ZrwIK4fLf7Rt8RIov_J9KnQk4G4O3ZRl3T → 200 (173ms, 40260B)
[2026-07-16T17:53:59.020Z] GET blob:https://challenges.cloudflare.com/c7b7b552-7e82-447f-8681-2d490a27f108 → 200 (12ms, -72B)
[2026-07-16T17:53:59.597Z] GET https://www.bing.com/search?q=%E5%9C%B0%E5%B9%B3%E7%BA%BF+%E7%A4%BE%E4%BC%9A%E6%8B%9B%E8%81%98+mokahr+OR+hotjob → 200 (188ms, 28957B)
[2026-07-16T17:53:59.597Z] POST https://www.bing.com/web/xlsc.aspx?dl=1&f=8 → 204 (125ms, 118B)
[2026-07-16T17:53:59.794Z] POST https://www.bing.com/web/xlsc.aspx?dl=1&f=8 → pending (?ms, ?B)
[2026-07-16T17:53:59.812Z] GET https://r.bing.com/rs/5T/4A/cc,nc/dHh0YRAf6hmaCYSPwqut3Z1i8AA.css?or=w → 200 (2ms, -1746B)
[2026-07-16T17:53:59.815Z] GET https://r.bing.com/rs/5T/4d/cc,nc/SfR2Wg95CO-qcoM_waKy0GTC1lA.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:59.815Z] GET https://r.bing.com/rs/5T/4w/cc,nc/bv63bAj6cNRe_Oi1ctzmAcJYn4Y.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:59.815Z] GET https://r.bing.com/rs/4/10/cc,nc/HRXc0Ol4mny16Z0L2YjjdOUNhJI.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:59.815Z] GET https://r.bing.com/rs/4/14/cc,nc/XY1jJ6klaUWi4F3_c_4HR_oQdGE.css?or=w → 200 (?ms, -1746B)
[2026-07-16T17:53:59.816Z] GET https://r.bing.com/rs/4/18/cc,nc/m6GZivkZTxxG1Uz__10V98VUSi0.css?or=w → 200 (10ms, -1746B)
[2026-07-16T17:53:59.826Z] GET https://r.bing.com/rs/4/1o/cc,nc/dpaXuSJlaIdMQpQGH2UEsBGB_W0.css?or=w → 200 (?ms, -1746B)
[2026-07-16T17:53:59.826Z] GET https://r.bing.com/rs/4/g4/cc,nc/KGkGR9O_9-_z3gmjZgc_n5ed54k.css?or=w → 200 (?ms, -1604B)
[2026-07-16T17:53:59.826Z] GET https://r.bing.com/rs/4/gG/cc,nc/ra8pg6BSE7Mw5MI3_aBRhW_HwtM.css?or=w → 200 (?ms, -1746B)
[2026-07-16T17:53:59.826Z] GET https://r.bing.com/rs/4/gI/cc,nc/zSceO6IS0K6V2RMeAWIyJ9FAPvg.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:59.827Z] GET https://r.bing.com/rs/4/gO/cc,nc/4R7adfHf6e8rieniGCddPNsyHBI.css?or=w → 200 (?ms, -1747B)
[2026-07-16T17:53:59.827Z] GET https://r.bing.com/rs/4/jA/cc,nc/RkpQSVjJoNS307YmBaqAKKAl5eM.css?or=w → 200 (?ms, -1747B)
